date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease,anthing
10/1/2020,AZ,5674,5401,24,273,22226,22226,620,107,,122,1256760,13119,,,,,54,219212,214608,705,0,,,,,,,,0,2216176,22709,357414,,294183,,1471368,13793,2216176,22709,
10/1/2020,CA,15888,,96,,,,3205,0,,817,,0,,,,,,813687,813687,3062,0,,,,,,,,0,14771851,66649,,,,,,0,14771851,66649,
10/1/2020,CO,2054,1696,3,358,7579,7579,282,11,,,855990,10142,157044,,,,,71218,66242,682,0,11827,,,,,,1376920,19761,1376920,19761,168871,,,,922232,10806,,0,
10/1/2020,CT,4511,3613,3,898,11699,11699,107,139,,,,0,,,1772448,,,57742,55306,192,0,,,,,71452,9408,,0,1846242,26763,,,,,,0,1846242,26763,
10/1/2020,DC,628,,1,,,,98,0,,28,,0,,,,,12,15358,,32,0,,,,,,12202,390180,2320,390180,2320,,,,,215920,716,,0,
10/1/2020,DE,636,559,0,77,,,78,0,,17,267430,1481,,,,,,20787,19690,174,0,,,,,23400,10648,431545,1399,431545,1399,,,,,288217,1655,,0,
10/1/2020,FL,14619,,131,,44821,44821,2080,213,,,4616691,22023,478794,467286,6593392,,,700602,683148,2551,0,49819,,48639,,912821,,8094054,59906,8094054,59906,528773,,516042,,5311806,24588,7548520,41505,
10/1/2020,GA,7063,,42,,28668,28668,1858,146,5300,,,0,,,,,,319334,319334,1308,0,25321,,,,299351,,,0,2954392,20713,303223,,,,,0,2954392,20713,
10/1/2020,GU,49,,0,,,,27,0,,10,47998,372,,,,,,2550,2548,62,0,3,2,,,,1866,,0,50548,434,181,2,,,,0,50544,434,
10/1/2020,HI,136,136,4,,847,847,140,15,,47,286053,1842,,,,,33,12589,12410,120,0,,,,,12381,10298,415967,4583,415967,4583,,,,,298463,2049,420433,4493,
10/1/2020,IA,1360,,16,,,,407,0,,104,684309,5038,,55875,,,33,86634,86634,1038,0,,,3450,3375,,69619,,0,770943,6076,,,59364,33336,772483,6066,,0,
10/1/2020,ID,469,431,5,38,1859,1859,135,12,457,36,270970,1963,,,,,,42048,38186,614,0,,,,,,22180,,0,309156,2450,,,,,309156,2450,,0,
10/1/2020,IL,8940,8696,24,244,,,1635,0,,359,,0,,,,,149,297929,295440,2166,0,,,,,,,,0,5690437,65615,,,,,,0,5690437,65615,
10/1/2020,IN,3645,3418,13,227,12911,12911,919,97,2577,265,1266555,6724,,,,,102,121176,,1157,0,,,,,124303,,,0,2159880,26618,,,,,1387731,7881,2159880,26618,
10/1/2020,KS,678,,0,,2917,2917,352,0,801,103,461701,0,,,,255,33,59749,,0,0,,,,,,,,0,521450,0,,,,,521450,0,,0,
10/1/2020,KY,1191,1180,17,11,5315,5315,524,36,1529,129,,0,,,,,,69728,60875,888,0,,,,,,11970,,0,1399762,23775,58617,25581,,,,0,1399762,23775,
10/1/2020,LA,5519,5329,8,190,,,534,0,,,2166736,15590,,,,,75,168009,166584,551,0,,,,,,154163,,0,2334745,16141,,,,,,0,2333320,16141,
10/1/2020,MA,9480,9265,24,215,12715,12715,436,29,,84,2121900,17451,,,,,32,132870,130461,754,0,,,,,170958,113768,,0,4125104,74487,,,120585,133689,2252361,18159,4125104,74487,
10/1/2020,MD,3949,3805,0,144,15542,15542,331,12,,74,1502690,9408,,123287,,,,125510,125510,785,0,,,11906,,150425,7568,,0,2629898,23985,,,135193,,1628200,10193,2629898,23985,
10/1/2020,ME,142,141,1,1,451,451,12,2,,2,,0,9890,,,,1,5431,4865,40,0,523,,,,5864,4704,,0,432785,7194,10427,,,,,0,432785,7194,
10/1/2020,MI,7102,6781,19,321,,,678,0,,158,,0,,,3544569,,67,139012,125578,998,0,,,,,174618,95051,,0,3719187,35925,295830,,,,,0,3719187,35925,
10/1/2020,MN,2102,2049,13,53,7758,7758,340,57,2148,120,1329375,13808,,,,,,100200,100200,1066,0,,,,,,89980,2055888,25721,2055888,25721,,,,,1429575,14874,,0,
10/1/2020,MO,2128,,10,,,,1185,0,,,1187506,9234,73944,,1706722,,,127912,127912,1799,0,3773,3136,,,145846,,,0,1855986,8617,77845,13721,67113,10054,1315418,12460,1855986,8617,
10/1/2020,MP,2,2,0,,4,4,,0,,,15112,0,,,,,,70,70,0,0,,,,,,29,,0,15182,0,,,,,15182,0,20419,0,
10/1/2020,MS,2979,2738,10,241,5975,5975,531,131,,134,638843,0,,,,,68,98886,90980,696,0,,,,,,89737,,0,737729,696,38720,55946,,,,0,728519,0,
10/1/2020,MT,181,,1,,727,727,178,10,,,,0,,,,,,13500,,429,0,,,,,,9428,,0,348709,5551,,,,,,0,348709,5551,
10/1/2020,NC,3579,3551,47,28,,,939,0,,297,,0,,,,,,212909,207789,2277,0,,,,,,,,0,3058629,28574,,2721,,,,0,3058629,28574,
10/1/2020,ND,259,,10,,884,884,106,25,214,22,220682,1036,9151,,,,,22170,22164,367,0,427,,,,,18272,619331,5844,619331,5844,9578,42,,,242900,1416,642453,6079,
10/1/2020,NE,478,,0,,2349,2349,226,34,,,413978,3384,,,569018,,,45564,,520,0,,,,,54787,33362,,0,624954,6602,,,,,459845,3902,624954,6602,
10/1/2020,NH,441,,2,,738,738,15,0,234,,267517,2070,,,,,,8317,,51,0,,,,,,7534,,0,450814,5339,31913,,31156,,275834,2121,450814,5339,
10/1/2020,NJ,16127,14340,5,1787,23477,23477,523,38,,96,3407757,0,,,,,39,211174,205889,716,0,,,,,,,,0,3618931,716,,,,,,0,3613032,0,
10/1/2020,NM,882,,5,,3518,3518,86,23,,,,0,,,,,,29661,,226,0,,,,,,16926,,0,928389,7380,,,,,,0,928389,7380,
10/1/2020,NV,1603,,3,,,,449,0,,125,621147,3031,,,,,63,80410,80410,430,0,,,,,,,1032653,6366,1032653,6366,,,,,700415,3418,1058242,5806,
10/1/2020,NY,25490,,11,,,,612,0,,141,,0,,,,,63,460031,,1382,0,,,,,,,10856531,109218,10856531,109218,,,,,,0,,0,
10/1/2020,OH,4817,4514,13,303,15606,15606,699,90,3297,197,,0,,,,,100,155314,146438,1327,0,,,,,167112,134216,,0,3235757,33128,,,,,,0,3235757,33128,
10/1/2020,OK,1035,,4,,6510,6510,610,61,,239,1127072,10243,,,1127072,,,88369,88369,1170,0,3997,,,,99570,74483,,0,1215441,11413,78836,,,,,0,1229753,12172,
10/1/2020,OR,559,,4,,2598,2598,170,40,,48,652364,6272,,,1028931,,14,33509,,218,0,,,,,57928,5720,,0,1086859,14344,,,,,684235,6465,1086859,14344,
10/1/2020,PA,8160,,18,,,,558,0,,,1889639,10512,,,,,60,160123,154822,1156,0,,,,,,131300,3079975,26159,3079975,26159,,,,,2044461,11410,,0,
10/1/2020,PR,665,492,4,173,,,316,0,,59,305972,0,,,395291,,38,24176,24176,176,0,24891,,,,20103,,,0,330148,176,,,,,,0,415664,0,
10/1/2020,RI,1117,,3,,2793,2793,94,11,,6,318585,2732,,,751294,,7,24914,,166,0,,,,,34906,,786200,16378,786200,16378,,,,,343499,2898,,0,
10/1/2020,SC,3400,3203,22,197,9160,9160,709,0,,172,1168131,6975,64278,,1125535,,91,148323,143787,381,0,6978,10618,,,186383,74499,,0,1316454,7356,71256,49191,,,,0,1311918,7139,
10/1/2020,SD,236,,13,,1578,1578,214,29,,,171867,3487,,,,,,23136,,747,0,,,,,28864,19068,,0,272734,2992,,,,,195003,4234,272734,2992,
10/1/2020,TN,2501,2399,47,102,8782,8782,999,49,,309,,0,,,2663147,,138,197432,189575,1293,0,,,,,231728,180781,,0,2894875,18153,,,,,,0,2894875,18153,
10/1/2020,TX,15823,,112,,,,3190,0,,1075,,0,,,,,,752501,752501,3534,0,37224,18358,,,826741,668515,,0,6648792,49963,413627,214223,,,,0,6648792,49963,
10/1/2020,UT,459,,0,,3882,3882,259,35,916,76,753086,6141,,,985814,364,,74050,,1008,0,,2152,,2033,81091,55510,,0,1066905,10787,,28433,,15826,826555,7093,1066905,10787,
10/1/2020,VA,3228,3015,20,213,11092,11092,913,51,,210,,0,,,,,107,148721,140990,450,0,9868,3395,,,169007,,2074236,24248,2074236,24248,143107,48657,,,,0,,0,
10/1/2020,VI,20,,0,,,,,0,,,19448,205,,,,,,1323,,5,0,,,,,,1254,,0,20771,210,,,,,20777,195,,0,
10/1/2020,VT,58,58,0,,,,3,0,,,160608,1004,,,,,,1759,1755,3,0,,,,,,1609,,0,286326,3591,,,,,162363,1007,286326,3591,
10/1/2020,WA,2126,2126,2,,7533,7533,410,50,,90,,0,,,,,32,90372,89047,633,0,,,,,,,1868089,13690,1868089,13690,,,,,,0,,0,
10/1/2020,WI,1358,1348,21,10,7409,7409,669,109,1187,208,1434721,11474,,,,,,132123,125161,3000,0,,,,,,101669,2379952,32975,2379952,32975,,,,,1559882,14361,,0,
10/1/2020,WV,354,349,4,5,,,173,0,,57,,0,,,,,34,16024,15559,176,0,,,,,,11602,,0,560913,5133,17407,,,,,0,560913,5133,
10/1/2020,WY,53,,3,,274,274,27,2,,,95212,0,,,176036,,,6083,5170,135,0,,,,,5778,4853,,0,181814,3441,,,,,100258,0,181814,3441,
9/1/2020,AK,39,39,2,,246,246,41,5,,,,0,,,367949,,9,5321,,35,0,,,,,5974,2246,,0,374255,25625,,,,,,0,374255,25625,
9/1/2020,AL,2200,2102,18,98,14538,14538,990,271,1487,,831304,-27925,,,,817,,127616,118134,1558,0,,,,,,48028,,0,949438,-26943,,,54076,,949438,-26943,,0,
9/1/2020,AR,814,,17,,4306,4306,423,93,,,669528,3717,,,669528,554,85,61497,61497,273,0,,1894,,,,55647,,0,731025,3990,,12508,,,,0,731025,3990,
9/1/2020,AS,0,,0,,,,,0,,,1514,0,,,,,,0,0,0,0,,,,,,,,0,1514,0,,,,,,0,1514,0,
9/1/2020,AZ,5044,4777,15,267,21405,21405,729,0,,253,1006648,4054,,,,,150,202342,200608,507,0,,,,,,,,0,1774187,20022,319986,,267953,,1207256,4558,1774187,20022,
9/1/2020,CA,13018,,85,,,,4869,0,,1352,,0,,,,,,707797,707797,3712,0,,,,,,,,0,11470696,97391,,,,,,0,11470696,97391,
9/1/2020,CO,1946,1598,1,348,7053,7053,236,25,,,660623,3279,147258,,,,,57775,53878,351,0,10966,,,,,,1014642,4672,1014642,4672,158224,,,,714501,3578,,0,
9/1/2020,CT,4466,3581,1,885,11180,11180,56,0,,,,0,,,1224334,,,53006,50883,127,0,,,,,65164,8967,,0,1291562,20481,,,,,,0,1291562,20481,
9/1/2020,DC,607,,0,,,,71,0,,22,,0,,,,,8,14049,,57,0,,,,,,11150,292844,2162,292844,2162,,,,,180494,1155,,0,
9/1/2020,DE,605,533,0,72,,,64,0,,11,220888,1468,,,,,,17535,16537,106,0,,,,,20847,9419,345953,2885,345953,2885,,,,,238423,1574,,0,
9/1/2020,FL,11521,,190,,39311,39311,3623,369,,,4044826,52758,411877,403867,5579764,,,624116,615240,7487,0,34738,,34017,,812402,,6474550,110290,6474550,110290,446669,,437913,,4663302,60252,6428982,99401,
9/1/2020,GA,5733,,101,,24847,24847,2488,243,4537,,,0,,,,,,272697,272697,2226,0,21400,,,,249498,,,0,2368498,24864,278431,,,,,0,2368498,24864,
9/1/2020,GU,13,,3,,,,43,0,,4,36875,386,,,,,,1447,1439,52,0,2,,,,,568,,0,38322,438,158,,,,,0,38312,438,
9/1/2020,HI,70,70,7,,508,508,297,3,,57,189710,1330,,,,,42,8472,,133,0,,,,,8519,2578,257701,2002,257701,2002,,,,,198182,1463,263187,2450,
9/1/2020,IA,1123,,7,,,,311,0,,88,559628,2084,,46304,,,43,63919,63919,591,0,,,3071,1558,,47437,,0,623547,2675,,,49415,12398,625058,2686,,0,
9/1/2020,ID,361,327,2,34,1394,1394,162,25,379,46,225601,1455,,,,,,32088,29747,221,0,,,,,,14963,,0,255348,1646,,,,,255348,1646,,0,
9/1/2020,IL,8273,8064,38,209,,,1513,0,,362,,0,,,,,146,238217,236515,1492,0,,,,,,,,0,4087122,22961,,,,,,0,4087122,22961,
9/1/2020,IN,3312,3093,16,219,11094,11094,848,51,2230,239,988874,6123,,,,,74,94891,,695,0,,,,,99678,,,0,1550884,21552,,,,,1083765,6818,1550884,21552,
9/1/2020,KS,446,,0,,2304,2304,211,0,628,55,370637,0,,,,209,21,42612,,0,0,,,,,,,,0,413249,0,,,,,413249,0,,0,
9/1/2020,KY,948,939,15,9,4616,4616,552,36,1391,138,,0,,,,,,49185,44824,789,0,,,,,,10417,,0,826060,8924,46878,14609,,,,0,826060,8924,
9/1/2020,LA,4984,4821,34,163,,,910,0,,,1740943,16347,,,,,128,149583,148882,689,0,,,,,,127918,,0,1890526,17036,,,,,,0,1889825,17036,
9/1/2020,MA,9064,8831,4,232,12386,12386,320,22,,55,1635284,21300,,,,,29,128888,119138,355,0,,,,,156836,103920,,0,2448341,43915,,,112996,87251,1754422,21654,2448341,43915,
9/1/2020,MD,3761,3617,6,144,14337,14337,385,34,,112,1230054,7450,,107996,,,,108863,108863,614,0,,,9906,,129682,6976,,0,1952501,13655,,,117902,,1338917,8064,1952501,13655,
9/1/2020,ME,132,131,0,1,421,421,9,1,,5,,0,9089,,,,1,4548,4081,22,0,479,,,,4986,3945,,0,262240,5571,9581,,,,,0,262240,5571,
9/1/2020,MI,6767,6495,14,272,,,629,0,,156,,0,,,2675587,,83,113820,103186,795,0,,,,,145671,76151,,0,2821258,24996,258577,,,,,0,2821258,24996,
9/1/2020,MN,1872,1823,6,49,6520,6520,294,40,1849,136,1056567,4408,,,,,,76355,76355,491,0,,,,,,68488,1498919,9193,1498919,9193,,,,,1132922,4899,,0,
9/1/2020,MO,1538,,8,,,,906,0,,,905489,7231,,66097,1206684,,110,85755,85755,1058,0,,,2908,,96068,,,0,1305031,10904,,,69005,,991244,8289,1305031,10904,
9/1/2020,MP,2,2,0,,4,4,,0,,,13486,0,,,,,,57,57,1,0,,,,,,29,,0,13543,1,,,,,13540,0,17626,0,
9/1/2020,MS,2493,2337,20,156,5326,5326,798,0,,196,493933,3018,,,,,117,83584,79650,634,0,,,,,,67918,,0,577517,3652,26337,31360,,,,0,573583,3503,
9/1/2020,MT,105,,1,,447,447,140,11,,,,0,,,,,,7509,,88,0,,,,,,5459,,0,252296,2058,,,,,,0,252296,2058,
9/1/2020,NC,2741,2741,39,,,,946,0,,270,,0,,,,,,169424,169424,2111,0,,,,,,,,0,2287415,18622,,,,,,0,2287415,18622,
9/1/2020,ND,149,,2,,564,564,62,10,152,15,190418,473,8278,,,,,11982,11982,192,0,338,,,,,9610,458586,2396,458586,2396,8616,1,,,201357,901,473749,2496,
9/1/2020,NE,397,,5,,2006,2006,161,12,,,328788,1483,,,436188,,,34287,,241,0,,,,,41883,26177,,0,479055,2782,,,,,363617,1739,479055,2782,
9/1/2020,NH,432,,0,,715,715,8,1,221,,203984,343,,,,,,7297,,22,0,,,,,,6634,,0,329116,1021,30385,,29761,,211281,365,329116,1021,
9/1/2020,NJ,15952,14170,5,1782,22667,22667,463,40,,84,2666758,800,,,,,33,195785,192290,380,0,,,,,,,,0,2862543,1180,,,,,,0,2857918,0,
9/1/2020,NM,787,,8,,3151,3151,72,17,,,,0,,,,,,25460,,108,0,,,,,,13073,,0,765399,4525,,,,,,0,765399,4525,
9/1/2020,NV,1313,,8,,,,643,0,,193,530716,2023,,,,,119,69633,69633,405,0,,,,,,,838627,7765,838627,7765,,,,,599812,2304,859175,4390,
9/1/2020,NY,25331,,3,,,,432,0,,109,,0,,,,,54,435510,,754,0,,,,,,,8340030,76997,8340030,76997,,,,,,0,,0,
9/1/2020,OH,4165,3879,27,286,13479,13479,777,103,2975,241,,0,,,,,127,124610,118048,1453,0,,,,,136566,104024,,0,2321386,22284,,,,,,0,2321386,22284,
9/1/2020,OK,809,,9,,4903,4903,535,82,,207,827513,20968,,,827513,,,59399,59399,666,0,3006,,,,69077,49989,,0,886912,21634,68964,,,,,0,898288,23612,
9/1/2020,OR,459,,1,,2149,2149,136,41,,43,530515,3724,,,811940,,24,26713,,159,0,,,,,48546,4884,,0,860486,6095,,,,,555918,13329,860486,6095,
9/1/2020,PA,7691,,18,,,,528,0,,,1539969,15774,,,,,73,134795,130961,770,0,,,,,,109183,2308933,28924,2308933,28924,,,,,1670930,16524,,0,
9/1/2020,PR,435,288,1,147,,,392,0,,71,305972,0,,,395291,,51,15584,15584,108,0,17837,,,,20103,,,0,321556,108,,,,,,0,415664,0,
9/1/2020,RI,1050,,2,,2528,2528,81,9,,8,254480,2532,,,499207,,5,22002,,53,0,,,,,31281,,530488,6074,530488,6074,,,,,276482,2585,,0,
9/1/2020,SC,2757,2626,37,131,7870,7870,894,59,,232,834556,4000,58050,,798764,,141,119846,118116,854,0,5281,,,,153908,51431,,0,954402,4854,63331,,,,,0,952672,4783,
9/1/2020,SD,167,,0,,1036,1036,78,7,,,133846,826,,,,,,13749,,240,0,,,,,19745,10832,,0,193614,1482,,,,,147595,1066,193614,1482,
9/1/2020,TN,1781,1729,27,52,6978,6978,1037,100,,348,,0,,,2028999,,164,156329,152527,1396,0,,,,,184950,118885,,0,2213949,16633,,,,,,0,2213949,16633,
9/1/2020,TX,12681,,145,,,,4144,0,,1525,,0,,,,,,617333,617333,4364,0,30159,12805,,,750396,514861,,0,5524215,45845,359593,105095,,,,0,5524215,45845,
9/1/2020,UT,409,,2,,3110,3110,145,17,780,44,610647,3457,,,770355,322,,52403,,296,0,,1046,,981,57735,44338,,0,828090,5063,,5706,,4710,662452,3825,828090,5063,
9/1/2020,VA,2612,2479,32,133,9621,9621,1039,52,,258,,0,,,,,130,121615,116294,1021,0,8624,1727,,,140228,,1593368,12077,1593368,12077,130895,4971,,,,0,,0,
9/1/2020,VI,15,,1,,,,,0,,,15248,148,,,,,,1139,,5,0,,,,,,950,,0,16387,153,,,,,16397,147,,0,
9/1/2020,VT,58,58,0,,,,6,0,,,135582,3043,,,,,,1623,1623,6,0,,,,,,1432,,0,188535,4255,,,,,137205,3049,188535,4255,
9/1/2020,WA,1915,1915,10,,6763,6763,392,23,,,,0,,,,,49,76642,75966,162,0,,,,,,,1473245,11891,1473245,11891,,,,,,0,,0,
9/1/2020,WI,1139,1130,9,9,5878,5878,295,61,1026,100,1183717,10863,,,,,,81604,76584,1036,0,,,,,,67902,1753134,13321,1753134,13321,,,,,1260301,11844,,0,
9/1/2020,WV,222,220,8,2,,,141,0,,49,,0,,,,,25,10507,10321,257,0,,,,,,8163,,0,430225,2431,15986,,,,,0,430225,2431,
9/1/2020,WY,41,,4,,219,219,13,4,,,72701,270,,,118697,,,3866,3282,24,0,,,,,3500,3206,,0,122197,1500,,,,,75983,288,122197,1500,
8/1/2020,AK,24,24,1,,153,153,37,2,,,,0,,,,,3,3137,,144,0,,,,,,930,,0,238633,5527,,,,,,0,238633,5527,
8/1/2020,AL,1603,1553,23,50,10521,10521,1416,0,1150,,608022,6278,,,,616,,89349,86780,1626,0,,,,,,35401,,0,694802,7780,,,,,694802,7780,,0,
8/1/2020,AR,460,,7,,2852,2852,507,0,,,471408,10450,,,,395,100,43173,43173,662,0,,1085,,,,36034,,0,514581,11864,,7090,,,,0,514581,11864,
8/1/2020,AS,0,,0,,,,,0,,,1267,230,,,,,,0,0,0,0,,,,,,,,0,1267,230,,,,,,0,1267,230,
8/1/2020,AZ,3747,2431,53,152,11346,11346,2226,86,,710,771648,11915,,,,,490,177002,137710,2992,0,,,,,,,,0,1345780,16944,272439,,229328,,948650,14907,1345780,16944,
8/1/2020,CA,9224,,219,,,,7754,0,,2120,,0,,,,,,500130,500130,6542,0,,,,,,,,0,7886587,75546,,,,,,0,7886587,75546,
8/1/2020,CO,1844,1501,6,343,6465,6465,335,24,,,493305,6711,129376,,,,,47267,44077,458,0,9474,,,,,,703954,12589,703954,12589,138850,,,,537382,7162,,0,
8/1/2020,CT,4432,3551,0,881,10807,10807,69,0,,,,0,,,808205,,,49810,47854,0,0,,,,,61353,8613,,0,871439,11681,,,,,,0,871439,11681,
8/1/2020,DC,585,,0,,,,100,0,,26,,0,,,,,13,12205,,79,0,,,,,,9816,193781,5040,193781,5040,,,,,131031,4157,,0,
8/1/2020,DE,585,515,0,70,,,45,0,,18,168019,1760,,,,,,14877,13880,89,0,,,,,18385,8212,253102,5209,253102,5209,,,,,182896,1849,,0,
8/1/2020,FL,7144,7144,178,,27344,27344,8072,439,,,3199415,41713,339059,334221,4166771,,,472859,,9502,0,19175,,18780,,605946,,4578231,84455,4578231,84455,358283,,353026,,3684875,51482,4793361,81174,
8/1/2020,GA,3825,,73,,18995,18995,3095,306,3475,,,0,,,,,,190012,190012,3660,0,14462,,,,174615,,,0,1626144,22014,224874,,,,,0,1626144,22014,
8/1/2020,GU,5,,0,,,,2,0,,2,21685,159,,,,,,367,359,11,0,2,,,,,304,,0,22052,170,145,,,,,0,21873,0,
8/1/2020,HI,26,26,0,,179,179,75,2,,15,121140,1761,,,,,10,2111,,122,0,,,,,2072,1243,152086,2690,152086,2690,,,,,123251,1883,152976,2582,
8/1/2020,IA,872,,5,,,,242,0,,77,433994,4164,,36590,,,35,44976,44976,394,0,,,2753,,,32819,,0,478970,4558,,,39382,,480891,4569,,0,
8/1/2020,ID,189,155,12,22,850,850,239,15,249,54,161152,2288,,,,,,20721,19463,475,0,,,,,,6998,,0,180615,2731,,,,,180615,2731,,0,
8/1/2020,IL,7700,7503,8,197,,,1347,0,,334,,0,,,,,148,181757,180476,1639,0,,,,,,,,0,2739377,39809,,,,,,0,2739377,39809,
8/1/2020,IN,2971,2771,6,200,8781,8781,977,54,1836,322,691484,10255,,,,,81,67122,,968,0,,,,,72225,,,0,1013342,17077,,,,,758606,11223,1013342,17077,
8/1/2020,KS,358,,0,,1751,1751,366,0,494,98,264695,0,,,,179,26,27812,,0,0,,,,,,,,0,292507,0,,,,,292507,0,,0,
8/1/2020,KY,740,736,5,4,3782,3782,602,468,1207,128,,0,,,,,,30723,28922,572,0,,,,,,8135,,0,594873,8797,43626,273,,,,0,594873,8797,
8/1/2020,LA,3949,3835,0,114,,,1546,0,,,1225963,0,,,,,222,116280,116280,0,0,,,,,,74246,,0,1342243,0,,,,,,0,1342243,0,
8/1/2020,MA,8626,8406,17,220,11930,11930,369,22,,53,1083123,12305,,,,,26,118040,110077,428,0,,,,,146945,97595,,0,1613551,11055,,,96964,,1193200,12595,1613551,11055,
8/1/2020,MD,3506,3374,13,132,12672,12672,592,79,,132,839989,17144,,88627,,,,89365,89365,1019,0,,,7891,,104907,5713,,0,1240227,31004,,,96518,,929354,18163,1240227,31004,
8/1/2020,ME,123,122,0,1,388,388,10,0,,5,,0,8425,,,,1,3937,3516,25,0,417,,,,4372,3377,,0,167611,2471,8854,,,,,0,167611,2471,
8/1/2020,MI,6457,6206,7,251,,,727,0,,238,,0,,,1785498,,144,91332,82356,758,0,,,,,115417,60022,,0,1900915,32759,216608,,,,,0,1900915,32759,
8/1/2020,MN,1646,1606,6,40,5208,5208,317,53,1520,149,791080,11189,,,,,,55188,55188,725,0,,,,,,48119,1040317,15401,1040317,15401,,,,,846268,11914,,0,
8/1/2020,MO,1253,,10,,,,812,0,,,645487,9037,,57677,849835,,103,51258,51258,935,0,,,2206,,59544,,,0,910956,15265,,,59883,,696745,9972,910956,15265,
8/1/2020,MP,2,,0,,4,4,,0,,,11719,0,,,,,,42,42,0,0,,,,,,29,,0,11761,0,,,,,11759,0,12745,0,
8/1/2020,MS,1693,1648,30,45,4314,4314,1172,38,,302,401592,5834,,,,,172,59881,59002,1134,0,,,,,,35071,,0,461473,6968,16566,,,,,0,460594,6924,
8/1/2020,MT,61,,1,,230,230,71,0,,,,0,,,,,,4081,,116,0,,,,,,2456,,0,171553,1583,,,,,,0,171553,1583,
8/1/2020,NC,1964,1964,40,,,,1151,0,,349,,0,,,,,,123878,123878,1730,0,,,,,,,,0,1587499,23947,,,,,,0,1587499,23947,
8/1/2020,ND,107,,0,,371,371,45,7,,,149583,2088,7112,,,,,6586,6586,132,0,262,,,,,5396,307324,5815,307324,5815,7374,,,,153710,2465,316275,6045,
8/1/2020,NE,332,,4,,1622,1622,152,12,,,249048,3858,,,318824,,,26211,,445,0,,,,,32142,19172,,0,351821,4403,,,,,275544,4299,351821,4403,
8/1/2020,NH,416,,1,,695,695,22,2,208,,154349,1131,,,,,,6613,,30,0,,,,,,5794,,0,237035,3007,27535,,27088,,160962,1161,237035,3007,
8/1/2020,NJ,15731,13955,12,1776,21565,21565,695,0,,113,1914669,0,,,,,45,184327,182029,426,0,,,,,,,,0,2098996,426,,,,,,0,2096329,0,
8/1/2020,NM,651,,9,,2703,2703,134,17,,,,0,,,,,,20796,,196,0,,,,,,8286,,0,565886,7874,,,,,,0,565886,7874,
8/1/2020,NV,832,,2,,,,1165,0,,333,425146,3331,,,,,193,49074,49074,986,0,,,,,,,649784,7595,649784,7595,,,,,473050,4083,624843,8112,
8/1/2020,NY,25164,,14,,,,581,0,,147,,0,,,,,72,415767,,753,0,,,,,,,5971974,82737,5971974,82737,,,,,,0,,0,
8/1/2020,OH,3515,3246,26,269,10857,10857,1049,67,2557,340,,0,,,,,188,92087,87218,928,0,,,,,100986,67319,,0,1552860,26679,,,,,,0,1552860,26679,
8/1/2020,OK,549,,8,,3228,3228,628,67,,258,599461,10370,,,599461,,,37731,37731,1244,0,2272,,,,43360,30282,,0,637192,11614,60293,,,,,0,644042,11507,
8/1/2020,OR,322,,6,,1607,1607,208,20,,65,385701,5193,,,602798,,32,18492,,361,0,,,,,32621,3872,,0,635419,8651,,,,,403241,5536,635419,8651,
8/1/2020,PA,7204,,15,,,,579,0,,,1119386,14562,,,,,89,112936,109779,888,0,,,,,,85831,1591633,21809,1591633,21809,,,,,1229165,15434,,0,
8/1/2020,PR,225,115,6,110,,,508,0,,65,305972,0,,,303412,,41,6543,6543,546,0,11329,,,,7002,,,0,312515,546,,,,,,0,310546,0,
8/1/2020,RI,1007,,0,,2211,2211,76,0,,15,186994,0,,,337466,,5,19022,,0,0,,,,,27600,,369302,5176,369302,5176,,,,,206016,0,365066,0,
8/1/2020,SC,1751,1683,39,68,5527,5527,1453,410,,359,621270,17451,49676,,597095,,235,90599,90076,1583,0,3557,,,,114251,32859,,0,711869,19034,53233,,,,,0,711346,20410,
8/1/2020,SD,134,,4,,832,832,36,8,,,104065,1194,,,,,,8867,,103,0,,,,,13930,7820,,0,140108,2096,,,,,112932,1297,140108,2096,
8/1/2020,TN,1067,1030,7,37,4724,4724,1446,63,,,,0,,,1413842,,,108184,106946,2225,0,,,,,127773,67651,,0,1541615,29391,,,,,,0,1541615,29391,
8/1/2020,TX,6837,,268,,,,8969,0,,3014,,0,,,,,,430485,430485,9539,0,11812,9462,,,634076,282604,,0,4425640,46798,242251,57141,,,,0,4425640,46798,
8/1/2020,UT,310,,6,,2412,2412,268,35,627,82,494813,4741,,,602037,255,,40702,,506,0,,530,,498,45525,28747,,0,647562,7214,,1439,,1210,535603,5231,647562,7214,
8/1/2020,VA,2215,2105,41,110,7910,7910,1256,44,,275,,0,,,,,150,90801,87367,913,0,6974,770,,,107823,,1123927,16567,1123927,16567,112208,1118,,,,0,,0,
